lat,lng,town,address,phone
-27.767584,153.105136,Logan Village Library,Wharf Street ,07 5546 8478
-20.290791,148.674928,Cannonvale Library,Whitsunday Plaza Shopping Centre ,07 4946 1366
-28.972718,147.795532,Hebel Library,William Street ,07 4625 8937
-28.634357,148.86731,Thallon Library,William Street ,07 4625 9103
-33.85955,121.89086,Esperance Public Library,Windich Street,9083 1500
-25.420696,142.655869,Windorah Library,Windorah Information Centre ,4656 3063
-29.21012,116.00906,Morawa Public Library,Winfield Street,9971 1204
-32.05262,115.80589,Willagee Public Library,Winnacott Street,9364 0170
-29.1183982530999,153.430705226798,Evans Head Library,Woodburn Street,02 6660 0374
-29.4370794054889,153.357147525971,Yamba Library,Wooli Street,02 6646 2811
-37.784955,145.378683,Mount Evelyn,Wray Crescent  Mount Evelyn  3796,9736 3851
-35.02293,117.88288,Albany Public Library,York Street,9841 9390
-33.93667,118.00688,Gnowangerup Public Library,Yougenup Road,9827 1635
-33.07922,115.89326,Harvey Public Library,Young Street,9729 1080
-27.968979,144.633781,Yowah Library,Yowah Rural Transaction centre ,07 4655 7011
-28.32752,115.00264,Yuna Public Library,"Yuna Hall, Main Street",9920 1096
-36.675814650377,149.84242793633,BEGA SHIRE LIBRARY,Zingel Place,02 6499 2127
-34.3477736597364,147.220970501334,ARIAH PARK BRANCH LIBRARY,,
-29.3227173641588,151.09546349826,ASHFORD LIBRARY,,
-30.9494829364243,149.068365208536,BARADINE LIBRARY,,
-33.7398434077628,151.208551570352,BELROSE LIBRARY,,
-18.68481,121.77692,Bidyadanga Community Library,,9192 4780
-31.5519040158051,149.376879612036,BINNAWAY LIBRARY,,
-33.8928153543598,151.245096371006,BONDI JUNCTION CENTRAL LIBRARY,,
-32.4116091266438,152.20864207927,BULAHDELAH LIBRARY,,
-34.3381837067344,150.909310851924,BULLI LIBRARY,,
-30.170944295831,151.076555040406,BUNDARRA LIBRARY,,
-32.0051714182859,149.981047484353,CASSILIS LIBRARY,,
-33.8040537393578,151.212326902928,CASTLECRAG LIBRARY,,
-30.7097577457941,152.919257256687,CLARENCE REGIONAL LIBRARY MACKSVILLE,,
-29.4367840337028,153.356904324176,CLARENCE REGIONAL LIGRARY,,
-33.9653355461539,151.132969632813,CLIVE JAMES LIBRARY AND SERVICE CENTRE,,
-28.9911966371825,153.286187308279,CORAKI LIBRARY,,
-31.117205120077,150.267008829246,CURLEWIS LIBRARY,,
-28.9276441983256,152.375745973363,DRAKE LIBRARY,,
-33.8512736183131,151.152901121757,DRUMMOYNE LIBRARY,,
-33.7527203977076,150.661894422836,EMU PLAINS LIBRARY,,
-33.1113396296785,146.472110423858,EUABALONG LIBRARY,,
-34.7462959040259,150.827626011873,GERRINGONG LIBRARY,,
-31.9146785636161,152.459566723292,GREATER TAREE CITY LIBRARY,,
-33.9995377989886,150.867908873105,GREG PERCIVAL LIBRARY INGLEBURN,,
-31.3294590836583,148.471550892134,GULARGAMBONE LIBRARY,,
-33.1384740628606,151.586643148027,GWANDALAN LIBRARY,,
-33.7785647612552,151.283708042416,HARBORD COMMUNITY LIBRARY,,
-33.8894087817014,151.082311359407,HIGH STREET COMMUNITY LIBRARY,,
-33.4851093950621,145.531452668834,HILLSTON LIBRARY,,
-34.070297671864,150.806558840407,HJ DALEY LIBRARY CAMPBELLTOWN,,
-33.8691462071915,151.083518260364,HOMEBUSH LIBRARY,,
-33.7537922204964,151.15237388794,KU-RING-GAI GORDON LIBRARY,,
-33.8680217924821,151.192177346152,LIBRARY LINK PYRMONT,,
-33.87298447583,151.205292751097,LIBRARY LINK TOWN HALL,,
-32.244508997592,148.601460113754,MACQUARIE REGIONAL LIBRARY,,
-33.9147828594165,151.240501874604,MARGARET MARTIN LIBRARY,,
-31.8228774607441,149.121851446728,MENDOORAN LIBRARY,,
-36.8908724648702,149.910288992342,MERIMBULA LIBRARY,,
-34.0272723615804,150.850836678591,MINTO COMMUNITY LIBRARY,,
-33.70938,120.86362,Munglinup Public Library,,9075 1174
-34.9678894917262,149.030075514884,MURRUMBATEMAN LIBRARY,,
-32.1005162605594,152.382295281079,NABIAC BRANCH LIBRARY,,
-33.8159651920699,151.201699369586,NAREMBURN LIBRARY,,
-33.3826299423218,151.352878108189,NIAGARA LIBRARY,,
-32.0652560694402,146.314801452399,NYMAGEE LIBRARY,,
-31.5633758747158,147.193440774256,NYNGAN LIBRARY,,
-31.9691775256765,152.584551681459,OLD BAR COMMUNITY LIBRARY,,
-33.8163543543047,151.00470094421,PARRAMATTA CENTRAL LIBRARY,,
-32.724946061723,148.19150482403,PEAK HILL LIBRARY,,
-33.3856612287792,142.569856491465,POONCARIE LIBRARY,,
-31.4541947981419,149.901310975169,PREMER LIBRARY,,
-33.6906050818926,150.926280158795,ROUSE HILL LIBRARY,,
-33.4839307309641,150.031844905898,RYDAL LIBRARY,,
-33.6823083631864,151.22728597423,TERREY HILLS COMMUNITY LIBRARY,,
-33.8927089695094,150.938999651041,THE WHITLAM LIBRARY CABRAMATTA,,
-32.7321581124585,152.033513882392,TILLIGERRY LIBRARY,,
-30.3550887328219,153.091502404984,TOORMINA LIBRARY,,
-33.0146246251264,151.596283129241,TORONTO LIBRARY,,
-32.2457415269945,147.353105434715,TOTTENHAM LIBRARY,,
-32.9241455746665,147.710926639395,TRUNDLE LIBRARY,,
-32.6320385435909,147.568176211893,TULLAMORE LIBRARY,,
-28.4728129219793,152.548599032274,URBENVILLE LIBRARY,,
-33.924510947019,147.203855188584,WEST WYALONG LIBRARY,,
-33.6093750931183,150.817833456299,WINDSOR LIBRARY,,
-33.4094787205636,151.36443967922,WYOMING LIBRARY,,
-29.0299063295655,167.95930075762,Norfolk Island Library,"New Cascade Road, next to the Radio Station",+6723 22430
